id_ID,id_ell_light_uk,id_ell_moist_uk,id_ell_pH_uk,id_ell_N,id_li_form_B,id_ros,id_reprod_B,id_strategy,id_self_st,id_Breeding_sys,id_flw_muell,id_poll_vect_B,id_MycoFlor
Cynosurus echinatus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,r,not defined,not defined,W,wi,FM
Cyperus esculentus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,vvs,c,SI,X,W,wi,NM
Cyperus flavescens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,r,SC,XF,W,wi,OM
Cyperus fuscus,9.0,7.0,5.0,4.0,T,h,s,sr,SC,AF,W,se,NM
Cypripedium calceolus,5.0,4.0,8.0,4.0,G,r,vvs,c,SI,X,Dkl,in,FM
Cystopteris fragilis,5.0,6.0,6.0,4.0,H,g,s,cs,not defined,not defined,not defined,not defined,FM
Cystopteris montana,5.0,7.0,9.0,2.0,H,r,s,cs,not defined,not defined,not defined,not defined,NM
Cytisus nigricans,6.0,4.0,6.0,2.0,N,r,s,c,not defined,not defined,H,in,OM
Cytisus scoparius,7.0,4.0,3.0,4.0,N,r,s,c,SI,X,H,se,OM
Dactylis glomerata,7.0,5.0,6.0,6.0,H,h,ssv,c,I+,X,W,wi,FM
Dactylis polygama,5.0,5.0,6.0,5.0,H,h,s,cs,SI,X,W,wi,FM
Dactylorhiza fuchsii,6.0,6.0,5.0,3.0,G,h,s,csr,SC,XF,B,in,OM
Dactylorhiza incarnata,8.0,8.0,6.0,2.0,G,h,s,csr,SC,XF,B,in,OM
Dactylorhiza maculata,7.0,7.0,3.0,2.0,G,h,s,csr,SC,XF,BHh,in,OM
Dactylorhiza majalis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,s,csr,SC,XF,B,in,OM
Dactylorhiza praetermissa,8.0,8.0,7.0,3.0,G,h,s,csr,SC,XF,B,in,OM
Dactylorhiza sambucina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,s,csr,SC,XF,BH,in,OM
Danthonia alpina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,SC,AFXF,W,wi,OM
Danthonia decumbens,7.0,5.0,3.0,2.0,H,h,sv,cs,SC,AF,W,wi,OM
Daphne laureola,4.0,5.0,7.0,5.0,N,r,s,c,SC,XF,F,in,OM
Daphne mezereum,4.0,5.0,7.0,5.0,N,r,s,c,SC,X,B,se,FM
Daphne striata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,sv,cs,not defined,not defined,F,se,OM
Datura stramonium,8.0,4.0,7.0,8.0,T,r,s,cr,SC,AF,Fn,se,OM
Daucus carota,8.0,4.0,6.0,3.0,H,h,s,cr,SC,XF,A,se,FM
Delphinium elatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,c,SI,X,Hh,in,OM
Dentaria bulbifera,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,vvs,csr,SI,X,B,in,NM
Deschampsia cespitosa,6.0,6.0,5.0,3.0,H,h,s,c,I+,X,W,wi,FM
Deschampsia flexuosa,6.0,5.0,2.0,3.0,H,h,sv,cs,I+,X,W,wi,OM
Descurainia sophia,8.0,4.0,7.0,6.0,T,h,s,cr,SC,AO,AB,se,NM
Dianthus barbatus,7.0,5.0,6.0,5.0,C,h,s,not defined,SC,XF,F,in,NM
Dianthus carthusianorum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,XF,Ft,in,FM
Dianthus caryophyllus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,s,not defined,SI,X,F,in,NM
Dianthus deltoides,8.0,3.0,3.0,2.0,H,r,s,csr,SC,XF,F,in,NM
Dianthus gratianopolitanus,9.0,2.0,6.0,1.0,C,h,sv,csr,SC,XF,F,in,NM
Dianthus plumarius,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,not defined,SC,XF,F,in,NM
Dictamnus albus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,cs,not defined,not defined,H,in,OM
Digitalis grandiflora,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,sv,c,SI,X,Hh,in,OM
Digitalis lanata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,not defined,SI,X,Hh,in,OM
Digitalis lutea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,SI,X,Hh,in,OM
Digitalis purpurea,6.0,5.0,3.0,5.0,H,h,s,cr,SI,X,Hh,in,FM
Digitaria ischaemum,7.0,4.0,2.0,3.0,T,h,s,r,not defined,not defined,W,wi,OM
Digitaria sanguinalis,7.0,3.0,5.0,5.0,T,h,s,r,SC,AF,W,wi,OM
Diphasiastrum alpinum,7.0,5.0,2.0,2.0,C,r,sv,csr,not defined,not defined,not defined,not defined,FM
Diphasiastrum complanatum,5.0,4.0,1.0,2.0,C,r,sv,csr,not defined,not defined,not defined,not defined,NM
Diplotaxis muralis,8.0,4.0,7.0,5.0,T,h,s,csr,SC,AF,AB,se,FM
Dipsacus fullonum,8.0,6.0,7.0,7.0,H,h,s,cr,SC,XF,B`,se,FM
Dorycnium hirsutum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,s,cs,not defined,not defined,H,in,NM
Draba fladnizensis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,s,s,SC,AF,AB,se,NM
Draba nemorosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,r,SC,not defined,AB,se,NM
Draba siliquosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,s,s,SC,not defined,AB,se,NM
Dracocephalum ruyschiana,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,csr,SC,XF,Hh,in,OM
Drosera intermedia,8.0,9.0,2.0,1.0,H,h,sv,s,SC,AO,AB,se,FM
Drosera longifolia,8.0,9.0,3.0,2.0,H,h,sv,s,SC,AO,AB,wi,NM
Drosera rotundifolia,8.0,9.0,1.0,1.0,H,h,sv,s,SC,AO,AB,se,FM
Dryas octopetala,8.0,4.0,7.0,2.0,S,r,sv,s,I+,X,B,in,OM
Dryopteris carthusiana,5.0,6.0,4.0,3.0,H,g,sv,cs,not defined,not defined,not defined,not defined,FM
Dryopteris cristata,4.0,9.0,4.0,4.0,H,g,sv,cs,not defined,not defined,not defined,not defined,OM
Dryopteris dilatata,4.0,6.0,4.0,5.0,H,g,sv,cs,not defined,not defined,not defined,not defined,OM
Dryopteris expansa,4.0,6.0,2.0,2.0,H,g,sv,cs,SC,AFXF,not defined,not defined,OM
Dryopteris filix-mas,3.0,5.0,5.0,6.0,H,g,sv,cs,SC,I,not defined,not defined,FM
Duchesnea indica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,vvs,csr,not defined,not defined,AB,se,OM
Echinochloa crus-galli,6.0,5.0,7.0,8.0,T,h,s,cr,SC,AF,W,wi,FM
Echinocystis lobata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SC,XF,B,in,OM
Echinops sphaerocephalus,8.0,4.0,7.0,7.0,H,h,s,c,SC,XF,B`,in,OM
Echium vulgare,8.0,4.0,6.0,4.0,H,h,s,cr,SC,XF,H,in,OM
Elaeagnus angustifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,sv,c,SC,AFXF,AB,in,FM
Elaeagnus commutata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,sv,c,SC,AFXF,AB,se,OM
Elatine hexandra,7.0,10.0,3.0,2.0,T,r,sv,sr,SC,AO,A,se,OM
Eleocharis multicaulis,8.0,9.0,4.0,1.0,H,r,sv,cs,SC,XF,W,wi,NM
Eleocharis ovata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,r,SC,XF,W,wi,OM
Eleocharis palustris,8.0,10.0,6.0,4.0,G,r,vvs,cs,SC,AFXF,W,wi,FM
Eleocharis quinqueflora,8.0,9.0,7.0,2.0,H,r,sv,csr,SC,XF,W,wi,FM
Eleocharis uniglumis,7.0,10.0,7.0,4.0,H,r,vvs,csr,SC,AFXF,W,wi,NM
Eleusine indica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,c,SC,AFXF,W,wi,OM
Elodea canadensis,7.0,12.0,7.0,6.0,A,r,v,not defined,not defined,X,Hy,wa,NM
Elsholtzia ciliata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,r,SC,AFXF,BD,se,OM
Elyna myosuroides,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,AFXF,W,wi,FM
Elytrigia repens,7.0,5.0,6.0,7.0,G,h,vvs,c,I+,X,W,wi,OM
Empetrum hermaphroditum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,sv,csr,not defined,not defined,Wb,wi,OM
Empetrum nigrum,7.0,6.0,2.0,1.0,S,r,vvs,csr,not defined,X,Wb,wi,OM
Epilobium alsinifolium,8.0,9.0,5.0,4.0,H,r,sv,cs,SC,AF,B,se,FM
Epilobium anagallidifolium,8.0,7.0,4.0,3.0,H,r,sv,s,SC,AO,B,se,OM
Epilobium angustifolium,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,c,SC,XF,B,se,FM
Epilobium brachycarpum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,not defined,SC,AO,B,se,FM
Epilobium ciliatum,7.0,5.0,5.0,6.0,H,h,sv,c,SC,AF,B,se,OM
Epilobium hirsutum,7.0,8.0,7.0,7.0,H,r,sv,c,SC,XF,B,se,FM
Epilobium lanceolatum,7.0,4.0,3.0,3.0,H,r,sv,cs,SC,AF,B,se,OM
Epilobium montanum,4.0,5.0,6.0,6.0,H,r,sv,cs,SC,AO,B,se,FM
Epilobium obscurum,6.0,8.0,4.0,4.0,H,r,sv,cs,SC,AO,B,se,OM
Epilobium palustre,7.0,8.0,3.0,2.0,G,r,sv,csr,SC,AF,B,se,OM
Epilobium parviflorum,7.0,9.0,7.0,5.0,H,r,sv,cs,SC,AF,B,se,OM
Epilobium roseum,6.0,8.0,7.0,7.0,H,h,sv,cs,SC,AF,B,se,OM
Epilobium tetragonum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,SC,AO,B,se,OM
Epipactis atrorubens,6.0,3.0,8.0,1.0,G,r,sv,csr,SI,X,AB,in,FM
Epipactis distans,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SC,not defined,AB,not defined,OM
Epipactis helleborine,3.0,5.0,5.0,4.0,G,r,sv,csr,SC,AFXF,Hw,se,OM
Epipactis leptochila,3.0,3.0,7.0,3.0,G,r,sv,csr,SC,AO,AB,se,OM
Epipactis microphylla,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SC,AO,AB,se,OM
Epipactis palustris,7.0,8.0,7.0,2.0,G,r,sv,csr,SC,XF,BHb,se,FM
Epipactis purpurata,2.0,5.0,8.0,4.0,G,r,sv,csr,SC,AFXF,AB,se,OM
Epipogium aphyllum,2.0,5.0,6.0,4.0,G,r,vvs,not defined,SC,AFXF,Hh,in,FM
Equisetum arvense,6.0,6.0,5.0,3.0,G,r,sv,cr,SC,XF,not defined,not defined,FM
Equisetum fluviatile,8.0,10.0,4.0,4.0,A,r,sv,cs,not defined,X,not defined,not defined,NM
Equisetum hyemale,5.0,7.0,6.0,6.0,S,r,sv,cs,not defined,X,not defined,not defined,FM
Equisetum palustre,6.0,8.0,5.0,3.0,G,r,sv,csr,not defined,X,not defined,not defined,NM
Equisetum pratense,5.0,6.0,5.0,2.0,H,r,sv,csr,not defined,X,not defined,not defined,NM
Equisetum ramosissimum,8.0,4.0,7.0,1.0,H,r,sv,cs,not defined,X,not defined,not defined,FM
Equisetum sylvaticum,3.0,7.0,4.0,4.0,G,r,sv,cs,not defined,X,not defined,not defined,FM
Equisetum telmateia,5.0,8.0,7.0,5.0,G,r,sv,cs,not defined,X,not defined,not defined,OM
Equisetum variegatum,8.0,8.0,8.0,2.0,S,r,sv,cs,not defined,X,not defined,not defined,FM
Eragrostis curvula,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,not defined,SC,AFXF,W,wi,OM
Eragrostis minor,8.0,3.0,7.0,4.0,T,h,s,r,not defined,not defined,W,wi,OM
Eragrostis pilosa,8.0,3.0,7.0,6.0,T,h,s,r,SC,not defined,W,wi,OM
Eragrostis tef,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,cr,not defined,not defined,W,wi,OM
Erica carnea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,sv,cs,SC,AFXF,Ft,in,OM
Erica cinerea,7.0,5.0,2.0,2.0,S,r,sv,cs,SC,AO,H,se,OM
Erica tetralix,8.0,8.0,1.0,1.0,S,r,sv,cs,SC,AF,Hb,se,OM
Erigeron acris,8.0,4.0,7.0,2.0,H,h,s,r,SC,X,B`,se,FM
Erigeron alpinus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,AFXF,B`,se,FM
Erigeron annuus,7.0,5.0,6.0,6.0,H,h,s,cr,not defined,not defined,B`,in,OM
Erigeron glabratus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,AF,B`,se,OM
Erigeron uniflorus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,AF,B`,se,OM
Eriophorum angustifolium,8.0,9.0,4.0,1.0,G,h,vvs,cs,SC,AFXF,W,wi,FM
Eriophorum latifolium,8.0,9.0,7.0,2.0,H,h,sv,cs,SC,XF,W,wi,NM
Eriophorum scheuchzeri,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,SC,XF,W,wi,NM
Eriophorum vaginatum,7.0,8.0,2.0,1.0,H,h,sv,cs,SC,AF,W,wi,FM
Eriophyllum lanatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,not defined,not defined,ssv,c,SI,X,B`,in,OM
Erodium cicutarium,8.0,4.0,6.0,4.0,H,h,s,r,SC,AFXF,B,se,FM
Erophila verna,8.0,3.0,5.0,2.0,H,g,s,sr,SC,AO,AB,se,NM
Eruca sativa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,cr,SI,X,AB,se,NM
Eryngium campestre,9.0,3.0,7.0,3.0,H,h,s,cs,SC,XF,B`,in,OM
Eryngium maritimum,9.0,4.0,6.0,4.0,H,h,s,cs,SC,XF,B`,in,FM
Eryngium planum,7.0,6.0,7.0,4.0,H,h,s,csr,SC,AFXF,B`,in,OM
Erysimum cheiranthoides,7.0,5.0,7.0,7.0,H,h,s,cr,SC,not defined,AB,se,NM
Erysimum marschallianum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,not defined,not defined,AB,se,NM
Eschscholzia californica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,r,I+,X,Po,in,FM
Euonymus europaea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,not defined,not defined,A,in,OM
Eupatorium cannabinum,7.0,7.0,6.0,7.0,H,r,sv,c,SI,X,B`F,ge,OM
Euphorbia amygdaloides,4.0,5.0,6.0,5.0,C,h,sv,cs,SC,XF,A,in,OM
Euphorbia cyparissias,8.0,3.0,6.0,3.0,G,r,sv,csr,SC,X,A,se,OM
Euphorbia dulcis,4.0,5.0,7.0,5.0,G,r,sv,csr,SC,XF,A,in,OM
Euphorbia esula,8.0,4.0,7.0,4.0,G,r,sv,csr,SC,AFXF,A,se,OM
Euphorbia helioscopia,6.0,5.0,6.0,6.0,H,r,s,r,SC,XF,A,se,FM
Euphorbia peplus,6.0,4.0,7.0,6.0,T,r,s,r,SC,AF,A,se,FM
Euphorbia stricta,5.0,6.0,6.0,5.0,H,r,s,r,SC,XF,A,in,OM
Euphorbia virgata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,c,SC,XF,A,in,OM
Euphrasia frigida,7.0,5.0,3.0,2.0,T,r,s,r,SC,AF,BH,se,OM
Euphrasia hirtella,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,r,SC,AF,BH,se,NM
Euphrasia minima,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,r,SC,AF,BH,se,NM
Euphrasia nemorosa,7.0,5.0,4.0,1.0,T,r,s,r,SC,AF,BH,se,NM
Euphrasia officinalis,7.0,5.0,4.0,3.0,T,r,s,r,SC,AF,BH,se,NM
Euphrasia stricta,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,r,SC,AF,BH,se,FM
Fagopyrum esculentum,7.0,5.0,7.0,6.0,T,r,s,cr,C+,X,AB,se,NM
Fagopyrum tataricum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SC,AO,AB,wi,OM
Fagus sylvatica,-3.0,5.0,5.0,5.0,M,r,s,c,SI,X,W,wi,OM
Fallopia convolvulus,7.0,4.0,6.0,5.0,T,r,s,cr,SC,AO,B,se,NM
Fallopia japonica,6.0,7.0,5.0,6.0,G,r,vvs,c,SI,X,B,in,FM
Fallopia sachalinensis,6.0,5.0,6.0,7.0,G,r,v,c,not defined,X,B,in,NM
Festuca altissima,3.0,5.0,4.0,5.0,H,r,s,cs,SC,AFXF,W,wi,FM
Festuca arundinacea,7.0,6.0,7.0,6.0,H,h,s,c,I+,X,W,wi,OM
Festuca brevipila,8.0,3.0,4.0,2.0,H,h,s,cs,I+,X,W,wi,OM
Festuca gigantea,4.0,6.0,6.0,6.0,H,h,s,cs,SC,AFXF,W,wi,FM
Festuca heterophylla,4.0,4.0,5.0,4.0,H,h,s,c,I+,X,W,wi,OM
Festuca ovina,7.0,4.0,3.0,1.0,H,h,s,csr,SI,X,W,wi,FM
Festuca pallens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,cs,SI,X,W,wi,OM
Festuca pratensis,7.0,5.0,6.0,6.0,H,h,s,c,I+,X,W,wi,OM
Festuca quadriflora,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,not defined,not defined,W,wi,OM
Festuca rubra,7.0,5.0,5.0,5.0,H,h,sv,c,I+,X,W,wi,FM
Festuca rupicola,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,cs,SI,X,W,wi,OM
Festuca valesiaca,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,csr,SI,X,W,wi,OM
Filago arvensis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,sr,SC,AF,B`,wi,OM
Filipendula ulmaria,6.0,8.0,6.0,5.0,H,h,sv,c,SC,AFXF,Po,se,FM
Filipendula vulgaris,7.0,3.0,8.0,2.0,H,h,sv,csr,SI,X,Po,wi,OM
Foeniculum vulgare,7.0,4.0,8.0,5.0,H,h,s,c,SC,X,A,ge,OM
Forsythia suspensa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,v,c,SI,X,B,in,OM
Fragaria moschata,6.0,5.0,6.0,6.0,H,h,sv,csr,not defined,X,AB,in,OM
Fragaria vesca,6.0,5.0,6.0,4.0,H,h,sv,csr,SC,XF,AB,se,FM
Fragaria viridis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SI,X,AB,in,OM
Frangula alnus,6.0,7.0,4.0,4.0,N,r,s,c,SI,X,AD,in,FM
Fraxinus excelsior,-4.0,6.0,7.0,6.0,M,r,s,c,not defined,XF,W,wi,OM
Fraxinus ornus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,C+,XF,B,in,OM
Fraxinus pennsylvanica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,ssv,c,not defined,X,W,wi,FM
Fumana procumbens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,s,csr,SC,AO,Po,se,OM
Fumaria officinalis,6.0,5.0,6.0,6.0,T,h,s,r,SC,AF,H,se,FM
Fumaria vaillantii,7.0,3.0,8.0,5.0,T,r,s,r,SC,AF,H,se,FM
Gagea bohemica,9.0,2.0,4.0,2.0,G,r,vvs,csr,not defined,not defined,AB,pk,OM
Gagea lutea,4.0,6.0,7.0,7.0,G,r,sv,csr,not defined,not defined,AB,se,FM
Galanthus nivalis,5.0,6.0,7.0,7.0,G,r,sv,csr,SC,AFXF,BHb,in,OM
Galeobdolon argentatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,cs,SC,AFXF,H,se,OM
Galeobdolon luteum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,cs,SC,AFXF,H,se,OM
Galeobdolon montanum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,cs,SC,XF,H,se,OM
Galeopsis bifida,7.0,5.0,6.0,6.0,T,r,s,cr,SC,AF,H,se,OM
Galeopsis segetum,7.0,4.0,3.0,3.0,T,r,s,cr,SC,XF,Hh,se,NM
Galeopsis speciosa,7.0,5.0,6.0,7.0,T,r,s,cr,SC,XF,Hh,se,OM
Galeopsis tetrahit,6.0,5.0,5.0,6.0,T,r,s,cr,SC,AF,Hh,se,NM
Galinsoga ciliata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SC,AFXF,B`,se,OM
Galinsoga parviflora,7.0,4.0,5.0,7.0,T,r,s,cr,SC,AFXF,B`,se,OM
Galium album,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,c,not defined,AFXF,A,se,OM
Galium aparine,6.0,5.0,6.0,8.0,H,r,s,cr,SC,AF,A,se,FM
Galium boreale,6.0,5.0,7.0,2.0,G,r,sv,csr,not defined,not defined,A,se,OM
Galium lucidum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,c,not defined,not defined,A,se,OM
Galium mollugo,7.0,4.0,6.0,4.0,H,r,s,c,not defined,AFXF,A,se,FM
Galium odoratum,2.0,5.0,6.0,5.0,C,r,sv,s,not defined,not defined,A,se,FM
Galium palustre,6.0,9.0,5.0,4.0,H,r,sv,cs,SC,AFXF,A,se,FM
Galium saxatile,6.0,5.0,2.0,3.0,C,r,sv,cs,SI,X,A,in,FM
Galium schultesii,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,s,cs,not defined,not defined,A,se,OM
Galium spurium,7.0,5.0,7.0,5.0,T,r,s,cr,SC,AF,A,se,OM
Galium sterneri,9.0,4.0,7.0,1.0,H,r,sv,csr,SI,X,A,in,FM
Galium uliginosum,6.0,8.0,4.0,2.0,H,r,sv,csr,SC,AF,A,se,NM
Galium verum,7.0,4.0,5.0,2.0,H,r,sv,cs,not defined,not defined,A,wi,OM
Gaudinia fragilis,8.0,5.0,6.0,6.0,T,h,s,r,not defined,not defined,W,wi,OM
Genista tinctoria,7.0,4.0,6.0,1.0,S,r,s,cs,SI,X,H,in,OM
Gentiana acaulis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,XF,Hh,se,OM
Gentiana asclepiadea,6.0,6.0,5.0,2.0,H,r,sv,c,SC,AFXF,Hh,se,OM
Gentiana clusii,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,XF,Hh,se,OM
Gentiana cruciata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,SC,XF,Hh,se,OM
Gentiana lutea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,SC,X,A,se,OM
Gentiana nivalis,9.0,5.0,7.0,3.0,T,h,s,r,SC,AFXF,Ft,se,FM
Gentiana pneumonanthe,7.0,7.0,4.0,1.0,H,r,s,csr,SC,XF,Hh,se,FM
Gentiana punctata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,SC,AFXF,Hh,in,OM
Gentiana verna,8.0,4.0,7.0,1.0,H,h,sv,csr,SC,AFXF,Ft,in,OM
Gentianella amarella,8.0,4.0,7.0,2.0,H,h,s,csr,SC,AO,HhF,se,OM
Gentianella campestris,8.0,5.0,4.0,2.0,H,h,s,csr,SC,AFXF,HhF,se,OM
Gentianella germanica,7.0,4.0,7.0,3.0,H,h,s,csr,SC,AFXF,HhF,se,OM
Geranium dissectum,6.0,4.0,7.0,5.0,H,h,s,cr,SC,AF,H,se,OM
Geranium lucidum,4.0,4.0,7.0,6.0,H,h,s,csr,SC,AFXF,B,se,FM
Geranium molle,7.0,4.0,5.0,4.0,H,h,s,r,SC,AF,B,se,FM
Geranium nodosum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,not defined,B,in,OM
Geranium pratense,7.0,5.0,7.0,7.0,H,h,sv,c,SC,X,B,in,OM
Geranium purpureum,6.0,3.0,6.0,3.0,H,h,s,csr,SC,AO,B,se,OM
Geranium pusillum,7.0,4.0,6.0,7.0,H,h,s,c,SC,AF,B,se,OM
Geranium pyrenaicum,7.0,4.0,7.0,6.0,H,h,s,csr,SC,AFXF,B,se,OM
Geranium robertianum,5.0,6.0,6.0,6.0,H,h,s,csr,SC,AF,B,se,FM
Geranium rotundifolium,7.0,4.0,7.0,6.0,T,h,s,r,SC,AF,B,se,OM
Geranium sanguineum,7.0,3.0,7.0,3.0,H,h,sv,csr,SC,XF,B,se,FM
Geranium sibiricum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,SC,AF,B,se,OM
Geranium sylvaticum,6.0,5.0,6.0,5.0,H,h,sv,c,SC,X,B,in,OM
Geum montanum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,AB,se,OM
Geum reptans,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,AB,in,OM
Geum rivale,6.0,7.0,6.0,4.0,H,h,sv,csr,not defined,not defined,AB,se,FM
Geum urbanum,4.0,5.0,6.0,7.0,H,h,ssv,csr,SC,AF,AB,se,OM
Gladiolus palustris,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SC,X,Hh,se,OM
Glaux maritima,6.0,7.0,7.0,5.0,H,r,sv,s,SC,AF,B,se,OM
Glechoma hederacea,5.0,6.0,6.0,7.0,G,r,sv,csr,C+,XF,Hh,in,FM
Glyceria fluitans,6.0,10.0,5.0,6.0,A,r,sv,cs,I+,X,W,wi,FM
Glyceria maxima,7.0,10.0,7.0,8.0,A,r,vvs,cs,not defined,not defined,W,wi,FM
Glyceria striata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,not defined,not defined,W,wi,OM
Gnaphalium norvegicum,7.0,5.0,4.0,4.0,H,h,sv,csr,SC,AF,B`,se,OM
Gnaphalium supinum,7.0,7.0,3.0,3.0,H,h,sv,csr,SC,AF,B`,se,OM
Gnaphalium sylvaticum,7.0,5.0,4.0,3.0,H,h,sv,csr,SC,AF,B`,se,OM
Gnaphalium uliginosum,7.0,6.0,4.0,4.0,T,h,s,r,SC,AF,B`,se,OM
Goodyera repens,3.0,4.0,3.0,2.0,H,h,sv,csr,SC,XF,BHh,in,OM
